Comment number,class,comment,processed_comment
172.0,1.0,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",lebronvuitton loyal bitch burbs without daddy issue like finding holographic mewtwo sounding like laugh loud
173.0,1.0,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",lilfridayhoe easy cum easy hoe thats fact
174.0,1.0,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",lifeasbros charlie sheen real httptcogggdk3kov7 major fucking respect charlie sheen
175.0,1.0,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",lightskingawdd wish significant 128533 got hoe tho
176.0,1.0,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",lilmike12 fuck twerking bitch cook
177.0,1.0,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",linniekravitz wesgodlaflare bitch fuck httptcodasmycxodb
178.0,1.0,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",lipethegreat 8220h0rheyd lipethegreat shut zoe fight pussy8221 zoe im good man good maam move along
179.0,1.0,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",lolaaisdope laughing as fucking snake bitch em
180.0,1.0,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",loveableaizah big booty hoe everywhere sheesh 128525 damn 127807128064127807
181.0,2.0,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",mlbnetwork stay tuned mlbnetwork update report yankee 1b teixeiramark25 810 week dliming35 bum
182.0,2.0,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",mrad 8220dezdlt play soccer cheat girl wear khaki coloured cargo haircut httptcotycihd6pkw8221 yes lmfaosoccerboy04
183.0,1.0,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",madflyentist oregon choke every year get field trash as program rft
184.0,1.0,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",mannydiesel def cowboy laugh loud rt artoffloyd terrell owen best eagle amp cowboy ever dude cried like bitch tv romo
185.0,0.0,"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",markroundtreejr lmfaoooo hate black people httpstcornvd2nlcdr there black people nigger
186.0,1.0,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",master11 20tolife gabrielastarr could bitch potent
187.0,2.0,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",maxmayo77 httptco3jk4kr44x3 pissed lad past would lick dirty sol slept
188.0,2.0,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",maxmayo77 httptcoprrskknqrv love frat boy w soft long sol
189.0,2.0,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",maxmayo77 httptcoxpsc3makgj sexy lad hot sol arch
190.0,1.0,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",megamindnick whitethunduh family close friend gotta cheat hoe depends female feel
191.0,2.0,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",meshanojas vontethekidd 128079128079128079128079128588 got hick laugh loud
192.0,1.0,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",migsmichelen new twitter confusing shit go back south america bitch
193.0,1.0,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",miikitox3 toto mean as vaginai think pussy cause toto santi like nasty pussy
194.0,1.0,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",mikelahenry actually choose ugly bitch 58381her as must fat
195.0,1.0,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",mileycyrus bitch couldnt kill mood atmosphere tried 127752127752127752 dis love miley
196.0,1.0,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",montrell im tired bitch saying look mean 128530 nigga big fuck wear tight shirt grim everybody
197.0,2.0,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",motherjones 10 bird grandkids may never see thanks climate change httptcoxqmxhkaswt httptcorbitegrnhm climate
198.0,1.0,"""@MvckFadden: ""Stay beautiful you bitch""""",mvckfadden stay beautiful bitch
199.0,1.0,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",nickiminaj wutkinda r purple ceeeleeeman gurl jus playin stupid hoe track still shitted sum gurls
200.0,1.0,"""@NastyCopper: Money getting taller and bitches getting blurry""",nastycopper money getting taller bitch getting blurry
201.0,1.0,"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",newsomejade aint never seen bitch obsessed nigga128514 im obsessed mine 128529
202.0,1.0,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",nicholasted33 kobe stay talking trash let forget httptcovh4tnekvtp jaustin12 meant one shaking head
203.0,0.0,"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",nochillpaz least im nigger httptcorgja7cfoit lmfao
204.0,1.0,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",nofakingg people always asking im mixed bad asian bitch laugh loud
205.0,0.0,"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",notoriousbm95 whiteponyjr ariza snake coward least isnt cripple like hero roach lmaoo
206.0,2.0,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",osayitaintso 8220ignorealllaws foster home imaginary trash8221 whoa chill show everything tf
207.0,1.0,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",officialreplay obvious subtly tired tired quiet go sleep hoe
208.0,1.0,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",prayingforhead 8220macklemroe stop bringing weird nigger mention prayingforhead8221 httptcocussdjesrk
209.0,1.0,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",prettybossbrat dont love hoe 128080128581
210.0,1.0,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",patrickquelo hey girl cant homeboy ol weak bitch as nigga
211.0,1.0,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",patsfanjoe32 dpalomino52 think worst advice gave dont pussy speed laugh loud
212.0,1.0,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",poemsporn quote tweet favorite animalpussy
213.0,1.0,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",poeticsuccess hate stripper tell theyre dancer hoe ballet dancer dont pop pussy beethoven stripper
214.0,1.0,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",poffalicious andrewbryant poff double vision 2 beer poff double pussy 128526 shaking head
215.0,1.0,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",poobie bitch twerk computer 128089 damn 128089825265039
216.0,1.0,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",prodsjewel 8220sreadthepeace 8220yungmindless peacepunkprince prince art httptcoephrwxmbhr8221 nobody takin bitch
217.0,2.0,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",quan1t0 61 welfaregovernment aid claimed white people yall black slander trash
218.0,1.0,"""@QUAN1T0: These bitches don't care they just play that role.""",quan1t0 bitch dont care play role
219.0,1.0,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",queenkaaat took find hiding lime tree iemonaids dis bitch da wrong tree brother
220.0,0.0,"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",rtnba drake new shoe released nikejordan yes there glitter shoe httptcoqctplxhexm dude fag
221.0,2.0,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",rachiesoul dizzleofficial inna di ghetto alone lmaoo
222.0,2.0,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",ramboutit 8220master11 20tolife ramboutit hoe austin8221 teach u austini teach get curved thats know
223.0,1.0,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",reachtheeclimax bitch cant cook know suck dick one
224.0,1.0,"""@RenegadeMo: Fat hoes get chose"" lol",renegademo fat hoe get chose laugh loud
225.0,1.0,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",riahsm hoesaintloyal well theyre hoesno one expects loyal
226.0,1.0,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",rishaawilliams treshonscrooge nevertrustt ol bitch as httptcoamcoiny0wg
227.0,1.0,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",rnadjorell bruh im tired nigga retweetin miley cyrus naked bitch aint type bad lmaooo
228.0,1.0,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",sactownprodigy tony romo mavs game dont mean still bitch laughing as fuk cowgirl laugh loud bitch fuck
229.0,1.0,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",samjlayman holy shit freddie highmore charlie chocolate factory roll floor laughing
230.0,1.0,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",samirahusic dont want sex gf feel like im using anonymous whata faggot
231.0,1.0,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",sexualgxfs one follower 128525128553 httptcof1tjl9xnct somebody bitch dont
232.0,1.0,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",shaajenkins bitch always bitching clearly care annoying bitch
233.0,1.0,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",shantaughther catfish hoe thinkin slick nigga catching 128524
234.0,1.0,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",shewenttojordan cant worry bitch aint worried bout real
235.0,1.0,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",showarrive side hoe insecure nigga cant handle real one
236.0,1.0,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",shunstokes 128514128514128514128514rt bluprint4 laughing as bitch come scooting tent like fuck shit 128557128557128557
237.0,1.0,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",shunstokes cousin said share hoe brother said sharing caring love brother 128514
238.0,1.0,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",slimgirlprobz im hungry ionn wanna spend money food128530broke hoe problem 128514128514128514128128
239.0,1.0,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",smeegbaby dese hoe lyin u nigga
240.0,1.0,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",snakecharmsdump httptco4b427dqzcv oh yeah fuck bitch
241.0,2.0,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",sportscenter eli manning threw nflleading 27th interception season laughing as trash
242.0,2.0,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",sportscenter usc senior rb anthony brown call head coach steve sarkisian racist quits team 187 httptcojoosdsubir he bitch
243.0,1.0,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",stellatex guess also zero time mansplaining adios stfu pussy
244.0,2.0,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",stephenwildboy chilling 1280698482 httptcomik3ipnle6 sexy scally lad
245.0,1.0,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",strap aint sharing bitch mine mine 128175
246.0,1.0,"""@SukMySweetness: money only impress the simple broke bitches""",sukmysweetness money impress simple broke bitch
247.0,1.0,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",sylvieamx pisces never anybodys bitch dont let people control change rigghhht
248.0,2.0,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",teejonez 16stanleys kingcuh tuku ho I know blah blah blah 128514128514128514
249.0,2.0,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",teejonez kingcuh 16stanleys im mad cuh hahaha suure tuku ho ita 128514128514
250.0,1.0,"""@TayKnosBest: These hoes is crazy""",tayknosbest hoe crazy
251.0,1.0,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",taylorrbabee aint ever going slice bitch kevin hart
252.0,1.0,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",thatniggatroy oomf fuckin fine tho 128553 dam dont bitch
253.0,1.0,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",thegamerkingkev wonder girl gave head 24 boy drink magaluf twitter probly sends nude fag
254.0,1.0,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",thenewsat newsatquestions yeah bitch yeah bitch call maybe b steveo c later jesse pinkman machinegunkelly
255.0,1.0,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",thenymphotweets hickies thigh right pussy gtgtgt right
256.0,1.0,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",theonemissluu would still love im longer young beautiful ugly monkey as
257.0,1.0,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",therealrickyb21 jetsandaswisher gook yall come frontbitch aint coming
258.0,1.0,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",therealrickyb21 jetsandaswisher faggot bitch httptco2hyyabk4eh
259.0,1.0,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",therealistsam madrid2 yea im ipad dont work friday let ball faggot tropicalblanketi work 25
